frame_counter,NIS
331,2.54138
332,1.96508
333,3.0503
334,2.12711
335,5.45643
336,3.42101
337,6.63053
338,0.802312
339,1.9886
340,1.25127
341,1.21859
342,0.971958
343,1.56394
344,0.239495
345,4.07455
346,4.48064
347,1.63407
348,3.11525
349,5.77709
350,11.1783
351,1.42453
352,0.974197
353,2.49502
354,1.23258
355,1.91249
356,1.5096
357,6.78903
358,0.0805429
359,1.96862
360,1.17014
361,0.969417
362,6.80632
363,4.42621
364,2.66441
365,1.18321
366,0.74995
367,0.861297
368,1.51467
369,2.35177
370,4.44526
371,3.82219
372,5.34203
373,0.637497
374,2.60183
375,2.17557
376,0.0764369
377,0.813135
378,0.766571
379,6.22381
380,0.404688
381,0.353999
382,0.685584
383,10.7239
384,2.42496
385,4.08198
386,5.33373
387,1.56739
388,2.02207
389,1.20989
390,4.61404
391,0.614437
392,0.838507
393,1.89822
394,1.48158
395,2.09459
396,0.0616393
397,4.76545
398,0.436188
399,2.45758
400,3.05378
401,2.78536
402,1.58288
403,1.45025
404,2.81318
405,7.71376
406,0.0637148
407,8.9258
408,0.317338
409,0.18878
410,0.762611
411,1.74919
412,0.198213
413,2.0917
414,1.68179
415,2.43973
416,0.139844
417,1.04268
418,4.15528
419,0.561485
420,1.74711
421,9.0286
422,0.597989
423,2.22205
424,0.855535
425,0.660321
426,1.06582
427,3.28206
428,0.0499789
429,4.82919
430,0.110319
431,2.41384
432,4.45346
433,5.61563
434,1.03644
435,1.18315
436,0.451657
437,2.1054
438,2.47635
439,6.67578
440,0.322422
441,2.2508
442,3.34129
443,8.02817
444,4.31915
445,3.86171
446,1.83882
447,3.7173
448,0.992526
449,3.41234
450,0.102951
451,4.77756
452,5.82263
453,1.92258
454,1.52836
455,4.06019
456,4.8492
457,3.87139
458,2.50412
459,0.881368
460,3.48344
461,0.309384
462,3.14965
463,0.868385
464,0.134447
465,0.952722
466,0.631376
467,7.41342
468,0.896906
469,6.68613
470,1.07428
471,0.690246
472,10.7981
473,3.71587
474,0.0474606
475,0.451246
476,6.41129
477,2.803
478,0.499968
479,1.83533
480,3.959
481,3.13483
482,1.09287
483,7.21039
484,2.44165
485,0.246171
486,1.17521
487,8.02775
488,3.49377
489,3.78498
490,1.69571
491,2.60353
492,2.25423
493,5.72169
494,3.88964
495,2.48314
496,7.12271
497,3.27851
498,0.87149
