frame_counter,NIS
0,6.95324e-310
1,2.52969
2,22.0956
3,14.353
4,8.99316
5,8.35111
6,10.5367
7,5.63361
8,3.53856
9,8.04367
10,3.40149
11,11.9758
12,3.49367
13,7.66128
14,8.79907
15,2.66468
16,0.148554
17,6.6602
18,7.9722
19,3.82872
20,5.90195
21,2.1718
22,10.3481
23,2.78538
24,2.27734
25,0.171521
26,2.90289
27,0.252888
28,1.77894
29,5.69549
30,5.29626
31,3.86054
32,4.1128
33,0.293849
34,1.67116
35,3.96721
36,2.46119
37,0.54725
38,4.53649
39,2.03233
40,3.37135
41,0.876949
42,4.60726
43,3.3033
44,5.30211
45,2.52378
46,4.47703
47,1.64864
48,1.11404
49,0.838024
50,2.43148
51,3.67707
52,2.59233
53,5.25848
54,3.07575
55,4.7166
56,2.38379
57,4.05488
58,5.15237
59,7.96591
60,6.01058
61,2.38465
62,1.05313
63,0.449345
64,1.32216
65,0.457811
66,0.808484
67,4.63271
68,1.74154
69,0.638116
70,0.225786
71,3.47577
72,1.50247
73,2.14763
74,0.639836
75,1.1618
76,1.56666
77,1.73056
78,0.281094
79,0.141134
80,5.12272
81,3.39986
82,2.19666
83,0.462997
84,7.57171
85,5.70979
86,3.88762
87,6.3106
88,7.04332
89,4.79928
90,1.56801
91,2.71147
92,6.17992
93,0.763178
94,1.40868
95,1.57809
96,0.27075
97,1.91415
98,0.521045
99,1.79456
100,4.0377
101,11.1005
102,0.845803
103,1.96097
104,0.345188
105,3.77512
106,4.76211
107,1.19532
108,0.932513
109,2.62007
110,1.3979
111,3.98514
112,7.76643
113,3.99933
114,1.39328
115,2.50587
116,7.79192
117,0.478773
118,3.15153
119,3.88294
120,9.55761
121,4.6222
122,5.39367
123,4.24271
124,2.40616
125,4.6294
126,1.46912
127,5.76272
128,0.911044
129,0.406744
130,3.69791
131,5.45257
132,6.09512
133,1.55236
134,8.80304
135,3.19177
136,2.63757
137,3.56205
138,3.25778
139,1.65134
140,3.71308
141,8.75326
142,10.2528
143,0.704988
144,3.68813
145,4.13615
146,2.69456
147,7.96594
148,1.25388
149,4.7584
150,1.95466
151,0.514984
152,1.76598
153,3.01908
154,0.909607
155,4.84218
156,6.97299
157,1.20296
158,0.019048
159,2.38685
160,1.00464
161,2.23338
162,6.70042
163,1.17696
164,2.85866
165,8.81297
166,7.28897
167,4.15721
168,2.97486
169,1.08449
170,2.33097
171,2.99748
172,0.982304
173,7.19249
174,5.39559
175,2.0449
176,3.73911
177,1.63947
178,2.25774
179,2.78553
180,1.91949
181,2.72497
182,0.884149
183,8.18017
184,1.83886
185,4.42744
186,4.78232
187,2.6687
188,0.617601
189,1.88782
190,0.908414
191,4.04964
192,4.48346
193,2.4826
194,5.198
195,0.567411
196,1.58439
197,2.59095
198,2.63169
199,0.636616
200,3.13809
201,0.822976
202,3.67084
203,0.715997
204,2.20528
205,4.73965
206,1.6182
207,12.1752
208,3.85743
209,0.240603
210,0.428195
211,5.26919
212,1.3528
213,4.39337
214,2.87491
215,5.06317
216,1.05493
217,2.50729
218,2.99623
219,4.29019
220,4.44599
221,1.37351
222,0.216263
223,1.21283
224,4.30922
225,1.22482
226,1.89005
227,2.07134
228,4.67801
229,6.08385
230,4.96818
231,1.33279
232,1.55553
233,6.50611
234,3.52077
235,2.29569
236,4.14451
237,2.45643
238,1.76888
239,3.04522
240,5.9373
241,2.15722
242,12.7705
243,2.20859
244,1.80855
245,3.08344
246,6.4884
247,6.82704
248,1.17676
